DOI,spin,gate,entanglement,cavity,photon,state,phase,scheme,frequency,measurement,atom,polarization,quantum dot,circuit,silicon,channel,information,device,waveguide,protocol,chip,interaction,mode,control,quantum state,fidelity,microwave,couple,generation,source,resonator,quantum network,interface,crystal,ion,field,level,process,memory,loss,environment,distribution,rate,emitter,detection,computation,technology
10.1038/NNANO.2016.139,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.57,2.02,0.0,4.19,1.7,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.31,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1007/s10773-016-3108-6,0.0,0.0,1.11,2.98,1.24,2.06,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.6.014019,8.33,1.16,0.0,4.47,0.0,1.54,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,7.89,0.0,0.86,4.72,0.0,0.0,2.09,0.0,1.62,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,6.14,0.0,0.0,0.0,0.0
10.1038/lsa.2016.64,0.0,0.0,1.11,0.0,1.24,1.54,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28,0.0,0.0,1.92,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,1.73
10.1038/ncomms13454,0.0,0.0,0.0,0.0,0.83,1.03,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,4.05,0.0,0.0,1.7,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,2.81,0.0,0.0,1.46,2.25,0.0,0.0,0.0,0.0,0.0,9.13,0.0,1.73
10.1038/ncomms11339,0.0,0.0,0.0,0.0,0.41,3.09,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,2.58,1.57,0.0,4.72,0.0,0.0,0.0,0.0,3.21,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.117.040402,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,2.64,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.94.052334,0.0,0.0,2.22,0.0,0.83,3.09,0.0,0.0,0.0,6.6,0.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1126/science.aah4758,0.0,0.0,1.11,0.0,2.9,0.0,0.0,0.0,0.0,1.32,0.0,1.68,1.94,0.0,0.0,0.0,0.86,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0
10.1103/PhysRevLett.116.070501,0.0,0.0,0.0,0.0,1.66,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.117.240501,0.0,1.16,1.11,0.0,0.41,0.51,0.0,0.0,0.0,2.64,0.0,0.0,1.94,5.19,0.0,0.0,0.0,0.0,2.02,0.0,6.28,3.39,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,5.57,2.09,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,5.18,0.0,2.2,0.0
10.1007/s00340-016-6382-3,0.0,0.0,3.32,1.49,0.0,3.09,1.78,0.0,0.0,3.96,1.82,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1038/srep25172,0.0,0.0,0.0,1.49,0.0,1.03,1.78,1.38,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/srep27033,1.67,1.16,0.0,0.0,0.83,0.0,1.78,2.75,0.0,1.32,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1080/09500340.2016.1182222,0.0,1.16,0.0,2.98,1.24,0.51,0.0,5.51,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1016/j.optcom.2015.12.065,5.0,0.0,0.0,4.47,1.24,3.09,0.0,4.13,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1038/ncomms11183,9.99,0.0,0.0,0.0,0.83,1.03,0.0,0.0,0.0,0.0,0.0,0.0,3.87,1.73,0.0,0.0,0.86,0.0,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,2.2,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18,0.0,0.0,3.46
10.1088/1612-2011/13/12/125204,0.0,0.0,2.22,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.86,0.0,2.05,0.0,0.0,0.0,0.0
10.1103/PhysRevA.93.062329,0.0,0.0,0.0,0.0,1.66,1.03,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0
10.1088/1367-2630/18/1/013020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0
10.1103/PhysRevA.93.012323,0.0,2.33,0.0,0.0,0.0,0.51,1.78,5.51,0.0,0.0,0.0,0.0,0.0,6.92,2.63,0.0,0.0,3.15,0.0,0.0,0.0,0.0,3.24,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.5.024014,1.67,1.16,2.22,0.0,0.83,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,3.15,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,3.57,1.78,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,2.05,0.0,2.28,0.0,0.0
10.1126/sciadv.1501531,0.0,8.15,0.0,0.0,0.41,0.51,0.0,0.0,0.0,1.32,0.0,0.0,0.0,5.19,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.117.140505,0.0,0.0,0.0,0.0,1.24,0.51,1.78,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,1.57,2.02,0.0,0.0,1.7,1.62,0.0,0.0,0.0,2.31,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,2.2,0.0
10.1103/PhysRevLett.116.090401,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.116.070502,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/srep25977,0.0,2.33,0.0,1.49,1.66,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0
10.1103/PhysRevA.94.012324,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.93.063823,0.0,1.16,0.0,0.0,1.66,0.0,0.0,1.38,1.9,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.94.033844,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,1.72,0.0,0.0,3.15,0.0,0.0,0.0,0.0,1.6,1.38,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0
10.1103/PhysRevB.94.035441,5.0,0.0,0.0,0.0,0.0,0.51,10.7,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/srep25136,0.0,3.49,0.0,0.0,0.83,0.51,0.0,0.0,1.9,0.0,0.0,5.04,0.0,0.0,0.0,0.0,1.72,0.0,2.02,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,1.46,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,1.73
10.1088/0031-8949/91/7/073006,0.0,0.0,0.0,1.49,0.0,0.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.93.042307,0.0,2.33,0.0,1.49,0.0,0.0,0.0,0.0,3.79,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.86,0.0,0.0,0.0,0.0,1.7,0.0,0.0,1.6,2.75,0.0,0.0,0.0,0.0,24.47,0.0,0.0,0.0,0.0,0.0,5.57,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1021/acsphotonics.6b00576,0.0,0.0,2.22,0.0,0.0,1.54,0.0,0.0,0.0,1.32,0.0,0.0,3.87,0.0,0.0,0.0,1.72,0.0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0
10.1103/PhysRevB.94.165302,0.0,0.0,6.65,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,13.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,4.86,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0
10.1038/srep39110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.76,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.crhy.2016.05.003,1.67,0.0,0.0,1.49,0.83,0.0,5.35,0.0,1.9,0.0,3.64,0.0,1.94,1.73,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1.78,0.0,0.0,2.22,0.0,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/OE.24.030149,0.0,0.0,1.11,0.0,1.66,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.94.052337,0.0,5.82,0.0,8.94,3.32,1.54,17.83,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,1.57,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.73
10.1103/PhysRevA.94.022320,0.0,4.66,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,7.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0
10.1038/srep29939,0.0,3.49,0.0,0.0,1.24,0.51,0.0,0.0,0.0,0.0,0.0,1.68,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59,0.0
10.1038/ncomms11490,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09,0.0,1.73,0.0,0.0,2.58,1.57,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1103/PhysRevLett.116.070503,0.0,1.16,3.32,0.0,0.41,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.86,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.94.022343,1.67,4.66,0.0,4.47,2.07,0.0,0.0,1.38,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0
10.1038/srep33959,0.0,0.0,1.11,0.0,0.41,0.0,0.0,1.38,0.0,0.0,1.82,3.36,0.0,0.0,0.0,12.14,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms11511,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0
10.1007/s10773-015-2744-6,0.0,0.0,2.22,0.0,0.41,1.03,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0
10.1103/PhysRevLett.116.037402,0.0,0.0,0.0,0.0,0.41,0.0,0.0,1.38,0.0,0.0,0.0,0.0,3.87,0.0,0.0,0.0,0.86,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1007/s11082-016-0717-5,0.0,2.33,0.0,4.47,0.0,0.51,0.0,2.75,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/ncomms10685,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,11.38,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1109/JQE.2016.2578041,0.0,5.82,2.22,1.49,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79,0.0
10.1007/s11128-016-1299-7,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0,0.0,0.0,7.43,0.0,0.0,0.0,0.0,0.0,0.0
10.1126/sciadv.1501772,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.117.223601,3.33,0.0,0.0,0.0,1.24,1.54,0.0,0.0,1.9,1.32,1.82,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1103/PhysRevLett.117.260401,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,1.68,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.116.033603,0.0,0.0,1.11,1.49,2.07,2.06,0.0,0.0,3.79,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0
10.1038/NPHOTON.2015.278,3.33,0.0,0.0,0.0,0.0,1.54,14.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,1.7,0.0,3.83,1.6,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.93.053807,0.0,0.0,0.0,1.49,2.49,0.0,0.0,4.13,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,2.05,10.36,0.0,0.0,0.0
10.1038/ncomms13632,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,3.79,0.0,1.82,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.93.032339,0.0,1.16,0.0,0.0,0.0,0.51,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,1.72,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79,0.0
10.1103/PhysRevA.95.022305,0.0,1.16,0.0,0.0,0.41,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevX.7.031049,19.98,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/AO.56.00B222,0.0,0.0,6.65,0.0,2.49,0.51,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.75,0.0,0.0,1.78,0.0,0.0,3.71,0.0,0.0,14.06,0.0,0.0,1.46,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.119.010503,6.66,0.0,4.43,0.0,1.24,1.54,3.57,0.0,0.0,1.32,0.0,0.0,1.94,0.0,0.0,2.02,0.86,0.0,0.0,1.57,0.0,0.0,0.0,0.0,1.6,1.38,0.0,0.0,3.57,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,2.05,0.0,0.0,0.0,0.0
10.1103/PhysRevB.96.241410,3.33,0.0,1.11,0.0,1.66,1.03,0.0,0.0,0.0,1.32,0.0,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0
10.1103/PhysRevB.96.165312,0.0,0.0,0.0,5.96,1.24,0.0,0.0,1.38,0.0,0.0,0.0,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,1.6,0.0,6.93,1.78,1.78,0.0,0.0,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46
