DOI,spin,gate,entanglement,cavity,photon,state,phase,scheme,frequency,measurement,atom,polarization,quantum dot,circuit,silicon,channel,information,device,waveguide,protocol,chip,interaction,mode,control,quantum state,fidelity,microwave,couple,generation,source,resonator,quantum network,interface,crystal,ion,field,level,process,memory,loss,environment,distribution,rate,emitter,detection,computation,technology
10.1088/2058-9565/aa7c50,0.0,1.16,1.11,0.0,0.0,0.51,0.0,0.0,0.0,0.0,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,6.67,0.0,2.09,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.optcom.2017.01.056,1.67,0.0,6.65,10.43,1.24,2.06,0.0,2.75,0.0,2.64,0.0,0.0,3.87,0.0,0.0,8.1,0.86,0.0,0.0,0.0,0.0,5.09,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,1.73
10.1063/1.4994661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.78,0.0,0.0,1.57,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,2.22,1.86,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/NNANO.2017.154,16.65,1.16,0.0,0.0,0.0,0.0,0.0,1.38,1.9,0.0,0.0,0.0,0.0,0.0,7.89,0.0,0.86,1.57,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,5.09,3.71,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/1.5004147,8.33,0.0,0.0,0.0,0.83,2.57,0.0,1.38,0.0,0.0,0.0,1.68,1.94,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.118.250502,0.0,1.16,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.86,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,2.09,0.0,8.44,0.0,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.physleta.2017.01.052,6.66,0.0,0.0,5.96,1.24,1.54,0.0,6.89,0.0,0.0,0.0,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0
10.1007/s11128-016-1499-1,3.33,2.33,1.11,1.49,0.41,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,3.57,0.0,0.0,0.0,3.71,10.47,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.118.177401,3.33,1.16,0.0,0.0,1.66,0.51,0.0,0.0,0.0,1.32,0.0,0.0,7.75,0.0,0.0,0.0,3.44,0.0,0.0,1.57,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,2.28,0.0,0.0
10.1088/1367-2630/aa65de,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.96.012324,0.0,0.0,1.11,0.0,0.83,1.03,0.0,0.0,0.0,0.0,0.0,8.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,0.0,1.6,1.38,0.0,0.0,1.78,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,1.46,9.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/2058-9565/aa629b,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,1.57,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.96.043808,0.0,0.0,0.0,0.0,1.24,0.0,0.0,2.75,13.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,18.49,0.0,0.0,1.96,8.9,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0
10.1038/srep45353,0.0,6.98,0.0,0.0,0.41,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,1.72,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41467-017-01304-x,0.0,0.0,0.0,0.0,0.41,0.0,1.78,0.0,0.0,1.32,0.0,0.0,0.0,1.73,2.63,0.0,0.0,0.0,0.0,0.0,6.28,1.7,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/OE.25.007839,0.0,3.49,1.11,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.physa.2017.01.082,0.0,0.0,0.0,8.94,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,0.0,10.12,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,5.35,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0,2.25,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-017-0026-2,0.0,0.0,0.0,0.0,0.83,1.03,0.0,0.0,0.0,0.0,0.0,1.68,0.0,5.19,10.52,0.0,3.44,0.0,0.0,6.3,0.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.87,2.05,0.0,0.0,0.0,0.0
10.1364/OE.25.033514,0.0,1.16,0.0,0.0,2.49,0.51,3.57,0.0,0.0,0.0,0.0,0.0,3.87,1.73,0.0,0.0,0.0,0.0,2.02,0.0,6.28,0.0,0.0,1.92,0.0,0.0,0.0,0.0,1.78,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,2.28,0.0,3.46
10.1364/OPTICA.4.000008,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,3.15,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,2.48,0.0,0.0,0.0,0.0,4.39,1.73
10.1103/PhysRevLett.119.180510,0.0,3.49,0.0,0.0,1.24,0.0,0.0,0.0,0.0,1.32,1.82,1.68,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.62,0.0,4.81,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.95.063807,0.0,0.0,6.65,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,0.0,0.0,0.0,3.71,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.96.062317,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0
10.1103/PhysRevA.95.012302,0.0,1.16,0.0,0.0,0.0,0.51,0.0,0.0,0.0,2.64,0.0,1.68,0.0,0.0,0.0,2.02,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevX.7.041023,0.0,0.0,2.22,0.0,1.66,2.57,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,2.2,0.0,0.0,0.0,7.77,0.0,0.0,0.0
10.1038/ncomms15579,14.99,0.0,0.0,0.0,0.41,1.54,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,10.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1103/RevModPhys.89.021001,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/1.4983822,0.0,0.0,6.65,0.0,2.49,1.03,0.0,0.0,0.0,1.32,0.0,1.68,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,7.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,2.05,0.0,2.28,0.0,1.73
10.1126/science.aal2469,0.0,0.0,1.11,2.98,0.83,0.51,0.0,0.0,0.0,0.0,0.0,0.0,5.81,0.0,10.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1126/science.aan5959,1.67,0.0,0.0,1.49,0.41,0.51,0.0,0.0,3.79,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.86,1.57,0.0,0.0,4.19,0.0,0.0,1.92,0.0,1.38,0.0,0.0,0.0,1.96,0.0,3.71,0.0,2.2,0.0,0.0,0.0,1.46,6.76,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0
10.1007/s11433-017-9091-0,0.0,0.0,0.0,0.0,1.66,1.03,0.0,4.13,0.0,0.0,0.0,6.72,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.3788/COL201715.092701,0.0,2.33,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.86,0.0,2.02,0.0,0.0,0.0,1.62,0.0,0.0,1.38,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1364/OPTICA.4.001006,1.67,0.0,0.0,0.0,2.49,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,3.15,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,10.23,0.0,0.0,0.0,0.0
10.1038/s41598-017-01509-6,0.0,0.0,5.54,0.0,1.24,0.0,0.0,1.38,0.0,1.32,0.0,1.68,3.87,0.0,0.0,2.02,0.86,1.57,2.02,1.57,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,4.29,0.0,0.0,0.0,0.0,0.0
10.1063/1.4976737,0.0,0.0,0.0,1.49,4.97,2.57,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,10.52,0.0,0.0,0.0,2.02,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0
10.22331/q-2017-11-30-36,3.33,3.49,0.0,0.0,0.0,0.51,0.0,2.75,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.95.032122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1007/s10773-017-3473-9,0.0,4.66,0.0,0.0,0.83,0.51,5.35,2.75,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,1.72,1.57,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,3.71,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.73
10.1140/epjp/i2017-11815-y,0.0,0.0,5.54,5.96,0.41,1.54,0.0,0.0,0.0,2.64,20.01,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,3.39,1.86,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,1.73
10.1038/s41598-017-11617-y,0.0,0.0,0.0,0.0,0.41,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,3.39,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,4.45,0.0,0.0,0.0,8.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.95.012327,0.0,0.0,3.32,0.0,1.24,1.03,1.78,6.89,0.0,3.96,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/2040-8986/aa8d56,0.0,2.33,2.22,0.0,0.83,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89,0.0,0.86,1.57,0.0,0.0,2.09,0.0,1.62,0.0,1.6,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1038/s41598-017-06010-8,0.0,0.0,1.11,0.0,0.41,1.54,0.0,1.38,0.0,0.0,0.0,10.09,0.0,5.19,0.0,0.0,0.86,0.0,6.07,1.57,0.0,0.0,3.24,0.0,1.6,1.38,0.0,0.0,1.78,7.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1126/sciadv.1700930,5.0,0.0,0.0,1.49,1.66,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.78,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,1.38,0.0,1.78,0.0,1.96,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46
10.1117/1.OE.56.12.126111,0.0,0.0,0.0,0.0,1.24,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.12,0.0,0.0,0.0,0.0,0.0,0.0,4.86,1.92,0.0,0.0,0.0,7.13,1.78,0.0,0.0,1.86,2.09,0.0,0.0,1.7,0.0,0.0,0.0,2.2,0.0,0.0,4.09,0.0,0.0,0.0,0.0
10.1103/PhysRevA.95.042312,0.0,5.82,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.0,1.46,0.0,2.2,0.0,0.0,0.0,0.0,0.0,6.59,0.0
10.1088/1361-6455/aa8b40,0.0,0.0,1.11,0.0,0.0,4.12,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0
10.1038/s41467-017-00987-6,0.0,0.0,0.0,1.49,0.41,0.51,0.0,0.0,0.0,0.0,0.0,0.0,7.75,1.73,0.0,0.0,0.0,1.57,6.07,0.0,4.19,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,4.19,0.0,0.0,1.7,1.86,0.0,0.0,4.39,0.0,0.0,2.05,7.77,0.0,0.0,1.73
10.1038/ncomms14107,1.67,0.0,0.0,4.47,0.41,1.54,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,1.6,1.38,2.31,0.0,0.0,0.0,2.22,1.86,2.09,0.0,5.62,1.7,1.86,0.0,2.25,0.0,0.0,0.0,2.05,2.59,0.0,0.0,0.0
10.1140/epjc/s10052-017-5371-y,1.67,0.0,1.11,0.0,0.41,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1073/pnas.1711003114,0.0,0.0,0.0,0.0,0.83,0.51,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,1.57,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59,0.0,2.2,0.0
10.1103/PhysRevA.96.022124,0.0,0.0,0.0,0.0,0.41,1.03,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,2.28,0.0,0.0
10.1103/PhysRevA.96.053812,0.0,1.16,0.0,0.0,0.0,0.51,0.0,1.38,0.0,0.0,0.0,5.04,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,2.28,0.0,0.0
10.7567/JJAP.56.04CK04,5.0,3.49,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,1.68,3.87,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,2.09,0.0,0.0,1.7,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1126/sciadv.1602743,0.0,0.0,4.43,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.96.023814,0.0,0.0,0.0,0.0,0.0,4.63,7.13,0.0,0.0,0.0,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,3.71,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0
10.1002/lpor.201700067,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,2.05,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.118.210502,1.67,0.0,0.0,0.0,0.83,1.54,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.0,0.0,1.78,5.87,0.0,5.57,0.0,2.2,2.81,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0
10.1038/NPHOTON.2016.234,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,1.86,0.0,4.39,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1142/S0217984917502669,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,5.69,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/nature22986,0.0,2.33,1.11,0.0,1.24,2.06,0.0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,4.19,0.0,1.62,3.83,6.41,0.0,0.0,0.0,7.13,1.96,0.0,0.0,0.0,0.0,0.0,0.0,1.86,2.93,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0
10.1103/PhysRevX.8.041027,3.33,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,1.57,2.09,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,2.22,5.57,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1126/science.aat3581,3.33,1.16,0.0,1.49,4.15,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,4.72,0.0,0.0,0.0,5.09,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1126/science.aau4691,3.33,0.0,0.0,4.47,0.83,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.86,0.0,0.0,0.0,0.0,10.18,1.62,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,2.59,0.0,0.0,0.0
10.1103/PhysRevA.98.062327,0.0,1.16,3.32,0.0,0.41,2.57,0.0,0.0,7.58,0.0,0.0,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,4.72,0.0,0.0,3.24,0.0,0.0,1.38,0.0,1.78,0.0,0.0,4.45,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1364/OE.26.030689,0.0,12.8,0.0,5.96,1.66,2.06,5.35,0.0,0.0,1.32,1.82,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,1.38,18.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
10.1038/s41467-018-06142-z,0.0,1.16,0.0,0.0,0.0,1.03,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,3.39,0.0,1.92,0.0,0.0,2.31,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,12.95,0.0,0.0,0.0
10.1364/OL.43.005765,0.0,9.31,0.0,5.96,0.41,4.63,1.78,0.0,0.0,1.32,1.82,0.0,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,1.38,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73
