DOI,ability,absorption,access,accessibility,account,accumulation,accuracy,achievement,ack,action,activity,addition,addressability,advance,advantage,advent,affleck,agreement,aid,aim,aip,aklt,algorithm,alignment,alternate,alternative,aluminium,america,american,amount,amplification,amplifier,amplitude,analogue,analogy,analyzer,ancilla,ancillae,angle,anisotropic,anticrosse,antiphase,antisymmetric,anyon,apds,aperture,apparatus,approximation,architecture,area,argument,arm,arrangement,array,arrival,arsenide,art,article,artificial,aspect,assembly,assistance,association,assumption,atom,attack,attempt,attention,attribution,availability,avalanche,avenue,average,axis,back,backbone,background,banacloche,band,bandgap,bandwidth,bargmann,basis,bath,beam,bed,behavior,behaviour,bell state,benchmark,bendersky,bernstein,biexciton,bin,bind,binicioglu,biophotonic,bipartite,biphoton,birefringence,birefringent,birth,bit,blind,bloch,block,blockade,blueshift,body,bohm,bond,borra,bose,boson,bottom,boundary,braid,branciard,brassard,breakthrough,brightness,broadband,broaden,brunner,buck,buffer,build,bunch,bus,calculation,calibration,candidate,capability,capacitor,capacity,carbide,carbon,carlo,carr,carrier,cascade,catalyst,causal,cavity,cell,center,centre,cerium,certification,chain,challenge,change,channel,character,characteristic,characterization,charge,charlie,check,chemical,chemistry,chip,choice,chuang,circuit,claim,clarity,class,classicality,clauser,client,clone,cloner,cloud,cluster,cluster state,cnot,coalescence,code,coefficient,coexistence,coherence,coincidence,collapse,collection,collision,colloidal,color,colour,comb,combination,common,communicate,communication,comparison,compatibility,competition,complementarity,complex,complexity,component,composition,compression,compressive,compromise,computation,computer,concentration,concept,conception,concreteness,concurrence,condensate,condensation,condition,conduction,conductor,configuration,confinement,conflict,conjugate,conjunction,connection,connectivity,consideration,constant,constituent,constrain,constraint,construction,contact,content,context,contextuality,continuum,contradiction,contrary,contrast,contribution,control,conversion,converter,coordinate,coplanar,copy,core,correction,correlation,correspond,cost,coulomb,count,counter,counterpart,couple,coupler,coverage,cphase,cpmg,creation,criterion,cross,crystal,cumme,current,cycle,damp,database,date,datum,deal,death,decade,decay,decision,decode,decoherence,decompression,decouple,decoy,decrease,defect,definition,degeneracy,degradation,degree,delay,delivery,delocalization,demand,demonstration,demultiplexer,den,density,departure,dependence,dephase,deployment,deposition,depth,derivation,description,destination,detail,detection,detector,deterioration,determination,detune,deviation,device,diagonalization,diagram,diamond,dicke,difference,difficulty,diffraction,dilation,dimension,dimer,diode,dipole,direction,directive,disadvantage,discord,discovery,discrepancy,discrimination,discussion,disentanglement,dislocation,disorder,dispersion,displacement,display,dissipation,dissipative,distance,distillation,distinguishability,distribution,disturbance,divacancy,division,dof,doi,domain,dominate,donor,door,dot,doublet,downconversion,drive,dye,dynamic,earth,eater,eavesdropper,eavesdropping,echo,ecp,edge,effcient,effectiveness,efficiency,effort,eigenstate,eigenvector,eit,electro,electrodynamic,electron,element,elimination,emergence,emission,emit,emitter,encode,end,energy,engineering,enhancement,ensemble,entanglement,entity,entropy,environment,eof,epr,equation,erasure,erbium,error,essence,estimate,estimation,estimator,evaluation,event,evidence,evolution,exchange,excitation,exciton,execution,exhibit,expander,expansion,experiment,exploration,exponential,expression,extent,extraction,fabrication,fabry,fact,factor,factorization,failure,faithfulness,fall,family,faraday,fault,feasibility,feature,feed,femtosecond,fermion,fermionic,feshbach,fib,fiber,fibre,fidelity,field,fill,film,filter,finesse,finite,fisher,flavor,flexibility,flip,flow,fluctuation,fluid,fluorescence,fluorescent,flux,fluxonium,fly,fold,footprint,form,formation,foundation,frame,framework,fredkin,freedom,frequency,friction,function,functional,functionality,fundamental,fusion,future,gaas,gain,gallium,game,gap,garg,garnet,gate,gauss,gaussian,gea,generalization,generalize,generate,generation,generator,genovese,geometry,ghz,ghz state,gill,glass,gmbh,goal,gold,graph,graph state,graphene,greenberger,ground,group,growth,guidance,guide,hall,hamiltonian,han,hanbury,hand,hardware,harvesting,heart,heat,help,herald,hetero,hierarchy,high,hilbert,hole,holt,homodyne,honeycomb,hong,hop,hope,host,hubbard,hurdle,hybrid,hybridization,hyper,hyperentanglement,hypothesis,idea,ideality,identity,illumination,image,impact,imperfection,implication,importance,imprint,improvement,impurity,ina,inability,inaccuracy,incident,incompatibility,incorporation,increase,index,indicator,indistinguishability,indium,inefficiency,inequality,inequivalent,inertia,infidelity,influence,information,infrastructure,ingredient,inhomogeneity,initialization,input,insensibility,insight,instance,insulator,integer,integration,intensity,interaction,interconnect,interdot,interest,interface,interference,interferometer,interferometry,internet,interpair,interplay,intersystem,intracavity,introduction,inverse,investigation,ion,issue,iswap,jayne,jitter,join,josephson,josephson junction,jozsa,jump,junction,juxtaposition,kelvin,kennedy,kerr,key,kind,klyachko,knowledge,koashi,laboratory,lack,laguerre,lamb,lambda,language,large,lase,laser,lattice,law,layout,ldpc,leakage,leggett,leghta,lemr,length,lett,level,leviton,library,license,lieb,life,lifetime,light,likelihood,limit,limitation,lin,line,linear,linearity,linewidth,link,liquid,list,lithium,localization,location,logic,london,loophole,loss,lot,luminescent,mach,machine,magnitude,majorana fermion,majority,mandel,manifestation,manipulate,manipulation,manner,map,mapping,markov,markovianity,mass,massless,master,match,material,matrix,matter,maximize,mbqc,mean,measure,measurement,mechanic,mechanism,mediate,mediator,medium,meiboom,membrane,memory,merge,merit,mesoscopic,message,messenger,metal,metamaterial,meter,metrology,mev,microcavite,microcavitie,microcavity,microfabrication,micrometre,micron,microresonator,microscopy,microsecond,microsphere,microwave,milburn,milestone,mirror,mismatch,mixture,modal,mode,modification,modulation,modulator,module,molecule,moment,momentum,monogamy,monte,montorsi,motion,mott,mrad,multi,multimode,multipair,multiparticle,multipartite,multiphoton,multipixel,multiple,multiplexer,multiplexing,multipoint,multiport,multiqubit,multiwaveguide,naimark,nano,nanobeam,nanocavitie,nanocavity,nanocrystal,nanodevice,nanodot,nanoelectronic,nanofabrication,nanomechanic,nanometre,nanophotonic,nanoscale,nanosecond,nanosphere,nanostructure,nanowire,nat,nature,need,negativity,neighbor,nemoto,nest,network,neutral atom,neutron,niobate,nitrogen,nitrogen vacancy,node,noise,nondemolition,none,noninteracte,nonlinearitie,nonlinearity,nonlocality,nonperfect,nonseparability,nontrivial,nonzero,notation,notion,novel,nucleon,number,numberd,numerical,oam,object,observable,observation,obstacle,occupation,one,operate,operator,opportunity,optic,optical,optimization,option,opto,orbit,orbital,order,orientation,origin,orthosilicate,oscillation,oscillator,ose,outcome,output,overhead,overlap,packet,pair,paradigm,paradox,parallel,parallelism,parameter,parametric,parent,parity,part,particle,partite,partition,partner,party,pass,passage,path,pathway,pattern,pauli,pause,pbg,peak,perot,perspective,phase,phenomena,phenomenon,phonon,photo,photodetection,photodiode,photoluminescence,photon,photon pair,photosynthesis,phy,physic,physics,piani,picosecond,picture,pinpoint,place,planar,plane,plasma,plasmon,plate,platform,play,plug,pmd,pmds,pns,pockel,podolsky,point,polarisation,polarization,polytype,population,position,possibility,post,postselection,potential,povm,povms,power,practice,praseodymium,precision,precursor,prediction,preparation,prerequisite,presence,present,preservation,prim,primitive,principle,privacy,probability,probe,procedure,proceed,process,processor,product,production,profile,progress,projection,promise,promotion,proof,propagation,property,proposal,prospect,protocol,proton,prototype,publish,pulse,pump,purcell,purity,purpose,qber,qdms,qds,qed,qfc,qfi,qip,qkd,qms,qpeg,qsc,qst,quadrature,quality,quanta,quantity,quantization,quantum,quantum algorithm,quantum bit,quantum circuit,quantum coherence,quantum communication,quantum computer,quantum computing,quantum cryptography,quantum device,quantum dot,quantum entanglement,quantum error correction,quantum gate,quantum measurement,quantum memory,quantum network,quantum processor,quantum repeater,quantum sensor,quantum simulation,quantum simulator,quantum state,quantum superposition,quantum system,quantum teleportation,quantum walk,quantumness,quark,quarter,quasi,quasihole,qubit,qubus,qudit,quench,quest,question,qunit,ququart,qutrit,rabi,rad,radian,radiation,rail,raman,ramsey,range,rate,ratio,reach,read,readout,realism,realization,recall,receive,receiver,recombination,reconfigurable,reconstruction,record,recovery,reduction,redundancy,reference,reflection,reflectivity,reflector,refraction,regard,regime,region,register,regression,relation,relationship,relative,relaxation,relie,rely,remain,remedy,rene,reorientation,repeater,repetition,representation,repulsion,requirement,researcher,reservoir,resistor,resolution,resonance,resonant,resonator,resource,respect,response,restriction,retardation,retrieval,rev,reversal,revival,right,ring,rnpm,roadblock,robustness,role,roncaglia,room,root,rosen,rotation,rotator,rout,route,router,rubidium,rule,rydberg,sample,sate,satellite,scalability,scale,scan,scatter,scenario,scheme,science,scissor,scm,scope,section,security,segment,sekatski,selection,self,semiconductor,send,sender,sense,sensitivity,sensor,separation,sequence,serve,server,set,setup,shadow,shapiro,share,sheet,shelf,shell,shift,shifter,shor,show,sic,side,sidewall,signal,signature,significance,silica,silicon,similarity,simmetry,simplifie,simulation,singlet,site,situ,situation,size,slab,slit,society,solid,solve,sort,source,spa,space,spatial,spatio,specificity,spectra,spectroscopy,spectrum,speed,speedup,sphere,spin,split,splitter,spread,spring,squeeze,squid,squids,sspds,stabilization,staircase,stannigel,state,statement,static,station,statistic,steer,step,stoke,storage,store,stream,strength,stress,string,strong,structure,subcarrier,subject,subroutine,subspace,subsystem,success,suitability,sukumar,sum,super,superconducte,superconducting qubit,superconductor,superdecoherence,superfluid,superposition,surface,swap,switch,symmetric,symmetrization,symmetry,syndrome,synthesis,table,tailor,target,tasaki,task,teacher,technology,telecom,telecommunication,telegraph,teleportation,teleporter,temperature,ten,term,test,thank,theorem,theory,thermometer,thickness,thousand,threshold,tier,timescale,titanium,tlr,tlrs,tls,today,toffoli,tolerance,tomography,tool,toolbox,top,topology,traffic,transcription,transducer,transfer,transform,transformation,transition,translator,transmission,transmon,transparency,transport,transpose,transverse,trap,trapped ion,treatment,triangular,trigger,trine,tripartite,triplet,truth,tunability,tune,tunneling,tunnelling,turn,type,ultralow,uncertainty,unit,unitary,unity,update,user,utba,utility,vacancy,vacuum,valence,validity,valley,value,van,vapor,vapour,variable,variant,variation,variety,vazirani,vector,verifi,verification,versatility,version,viability,view,violation,virtue,visibility,vitelli,voltage,volume,vulnerability,w state,wafer,wave,waveform,wavefunction,waveguidance,waveguide,wavelength,way,well,wheel,width,winter,wire,wisdom,witness,work,worker,world,write,xknl,xknls,xpm,year,yttrium,zeeman,zehnder,zeilinger,zeno,zpl,àöswap
10.1038/NNANO.2010.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1021/nl101662v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jlumin.2009.12.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
