DOI,Country Code
10.1103/PhysRevA.99.052328,"CN,ES"
10.1103/PhysRevB.107.045105,"DE,IT,US"
10.1103/PhysRevLett.109.240504,"TD,US"
10.1038/s41467-024-50333-w,"CN,GB"
10.1103/PhysRevLett.133.060602,"DE,CH"
10.1140/epjc/s10052-023-11199-2,"CA,IT,US"
10.1103/PhysRevLett.117.210503,"JP,GB"
10.1103/PhysRevB.84.184510,"DE,US"
10.1103/PhysRevA.102.022608,"AU,SG"
10.1103/PhysRevX.10.021055,"FR,US"
10.1103/PhysRevApplied.18.034057,"DK,US"
10.1103/PhysRevLett.125.260502,"CA,CH,US"
10.1103/PhysRevLett.109.080505,"CA,US"
10.1088/1367-2630/16/11/113006,"JP,QA"
10.1103/PhysRevB.105.104516,"DE,IT,RU"
10.1103/PhysRevLett.104.177205,"DE,CH,US"
10.1126/science.1208517,"JP,US"
10.1088/1367-2630/ad19ac,"AT,DE,IT"
10.1007/s10773-013-1929-0,"EG,SA"
10.1103/PhysRevLett.124.240502,"FR,US"
10.1103/PhysRevA.92.022335,"DE,US,GB"
10.1007/s11434-014-0525-x,"CN,US"
10.1016/j.aej.2023.06.065,"EG,SA"
10.1063/5.0160537,"DE,GB"
10.1103/PhysRevB.86.064514,"FR,JP"
10.1103/PhysRevApplied.13.054063,"CN,JP"
10.1103/PhysRevA.109.062614,"CN,JP"
10.1103/PhysRevA.94.033807,"CA,IL"
10.1038/s41534-019-0189-0,"FR,DE,NL"
10.1103/PhysRevX.3.021008,"FR,US"
10.35848/1882-0786/ac211d,"CN,JP"
10.1103/PhysRevB.100.081412,"DE,US"
10.1103/PhysRevA.96.022104,"DK,US"
10.1103/PhysRevX.12.031004,"JP,NL,SK,CH"
10.1088/1612-202X/aae787,"CN,SG"
10.1103/PhysRevA.100.032323,"DE,US"
10.1103/PhysRevX.4.021049,"DK,FR,JP"
10.1088/1674-1056/ac40f8,"CN,JP"
10.1103/PhysRevLett.127.010503,"CN,GB"
10.1103/PRXQuantum.3.040333,"CA,US"
10.1063/5.0230359,"DK,FR,DE,NL"
10.1016/j.physb.2024.415988,"HR,SE,UA"
10.1038/s41534-023-00731-7,"DE,GB"
10.1103/PhysRevB.110.045404,"IT,NL,US"
10.3390/universe8120657,"FR,US"
10.1103/PhysRevA.82.024301,"CN,US"
10.1103/PhysRevA.94.053858,"CN,JP,PL,US"
10.1103/PhysRevX.14.041030,"FR,US"
10.1088/1361-6668/acb10e,"FR,UA"
10.1088/1367-2630/14/1/013051,"DE,US"
10.1126/science.adg8715,"FR,US"
10.1109/TASC.2010.2091485,"SE,US"
10.1103/PhysRevLett.120.063603,"CN,JP,TW,US"
10.1142/S021797921650123X,"RU,SA,ES"
10.1063/10.0030412,"AZ,TR"
10.1364/OL.39.005078,"JP,GB"
10.7566/JPSJ.85.104801,"JP,GB"
10.1103/PRXQuantum.5.030337,"CZ,CH"
10.1038/ncomms4524,"AT,JP,GB"
10.1103/PhysRevB.84.214304,"CN,ES,TW,US"
10.1103/PhysRevLett.112.240504,"AU,US"
10.1103/PhysRevApplied.18.034042,"DK,DE,US"
10.1038/s41534-021-00480-5,"IN,SE,GB"
10.1103/PhysRevA.104.012405,"SG,ES"
10.1016/j.physb.2023.415049,"HR,SE,UA"
10.1103/PhysRevA.95.042330,"CH,GB"
10.1103/PhysRevB.83.214518,"FI,DE"
10.1103/PhysRevA.105.063717,"CN,GB"
10.1103/PhysRevB.85.140506,"FR,US"
10.1038/ncomms12303,"JP,US"
10.1103/PhysRevLett.132.017003,"DE,IT,CH,US"
10.1063/5.0217614,"DE,IT"
10.1063/1.4905149,"DE,RU"
10.1103/PhysRevLett.126.080501,"CN,US"
10.1016/j.rinp.2023.106414,"EG,SA"
10.1103/PhysRevLett.127.237702,"FR,IN,ZA"
10.1103/PRXQuantum.2.020324,"DE,CH"
10.1088/1367-2630/16/4/045014,"FR,US"
10.1007/s10948-019-05419-8,"EG,SA"
10.1103/PhysRevX.11.031045,"BE,FR"
10.1103/PhysRevA.103.063702,"CN,US"
10.1038/s41567-024-02409-z,"CN,US"
10.1364/JOSAB.29.000300,"CN,KR"
10.1103/PhysRevA.86.062318,"AU,US"
10.3390/app132112075,"IN,US"
10.1007/s11433-020-1647-8,"CN,ES"
10.1038/nature09416,"CA,US"
10.1038/ncomms1050,"CN,US"
10.1038/s41586-022-05434-1,"AU,US"
10.1063/1.3638063,"NL,US"
10.1103/PhysRevA.92.040303,"CN,US"
10.1103/PhysRevA.103.023710,"CA,SE"
10.1103/PhysRevLett.114.173602,"DE,GB"
10.1016/j.aop.2013.02.006,"EG,SA"
10.1103/PhysRevB.81.174513,"CN,JP,US"
10.1103/PhysRevX.10.031032,"FR,DE,RU,GB"
10.21468/SciPostPhys.6.1.013,"FR,DE"
10.1103/PhysRevB.102.100502,"JP,GB"
10.1103/PhysRevLett.112.210501,"CN,US"
10.1088/2058-9565/ad5a37,"FR,NL,US"
10.1103/PhysRevApplied.18.064062,"AU,IL"
10.1109/TMTT.2019.2893639,"DE,US"
10.1016/j.scib.2017.12.022,"CA,CN"
10.1038/s41598-022-10203-1,"JP,QA"
10.1088/0953-4075/46/10/104002,"DE,NL"
10.1103/PRXQuantum.2.030339,"CN,JP,TW"
10.1103/PhysRevA.105.042614,"CA,JP"
10.1103/PhysRevA.96.062302,"DE,NL"
10.1109/ACCESS.2022.3169787,"AT,GB"
10.1007/s11664-020-08442-x,"CN,TW"
10.1103/PhysRevB.100.140503,"FR,US"
10.1038/ncomms6146,"AU,DE,RU"
10.1038/s41586-018-0195-y,"CA,CH"
10.1007/s10773-012-1159-x,"CN,SG"
10.1103/PhysRevA.110.062610,"AU,FR"
10.1103/PhysRevA.85.052320,"DE,ES"
10.1038/s41534-022-00532-4,"DE,NL,RU"
10.1103/PRXQuanttun.3.020305,"JP,SE,US"
10.1103/PhysRevApplied.20.044070,"AT,CN,ES,US"
10.1103/PhysRevB.81.134510,"CA,US"
10.35848/1347-4065/ac00fd,"JP,GB"
10.1093/nsr/nwab011,"CN,GB"
10.1103/PhysRevA.89.060101,"CN,SG"
10.1016/j.aop.2014.11.005,"CA,CN"
10.1038/srep26720,"CA,CL,NL,ES"
10.1038/s42005-023-01133-z,"JP,US,GB"
10.1038/s41534-020-00346-2,"DE,CH"
10.1038/s41467-017-00045-1,"FR,US"
10.1140/epjqt/s40507-016-0049-1,"DE,SG,ES,GB"
10.1038/s41467-023-42901-3,"DE,CH"
10.1103/PhysRevX.14.011055,"IL,US"
10.1088/1674-1056/24/9/090307,"CN,GB"
10.1103/PRXQuantum.5.010307,"FI,JP,CH"
10.1103/PhysRevLett.130.267001,"CH,US"
10.1103/PhysRevApplied.7.054025,"IN,JP,US"
10.1038/srep08621,"SG,ES"
10.1038/s41467-022-31679-5,"DE,CH"
10.1016/j.micron.2022.103330,"JP,TR,GB"
10.1103/PhysRevX.5.021027,"ES,CH"
10.1038/s41598-023-36547-w,"JP,GB"
10.1103/PRXQuantum.4.040321,"FI,RU,CH"
10.1103/PhysRevA.102.043716,"CA,CN,IL,GB"
10.1126/sciadv.aaq0842,"IL,US"
10.1038/s41567-023-02326-7,"KR,US"
10.1038/s41467-017-01063-9,"JP,US,GB"
10.1007/s11434-013-5698-1,"CN,JP"
10.1103/PhysRevB.96.174502,"CN,US"
10.1038/NPHYS1733,"CA,DE,JP,NL,US"
10.1103/PhysRevB.98.174502,"DK,NL,US"
10.1038/s41586-020-2529-9,"JP,SE,US"
10.1109/TASC.2023.3340640,"DE,IT"
10.1007/s10909-019-02145-2,"AU,DE"
10.1103/PhysRevA.107.023710,"FR,SG,US"
10.1063/5.0202214,"FR,US"
10.1038/s41586-023-06846-3,"DK,DE,CH,US"
10.1103/PhysRevLett.123.050502,"CN,JP"
10.1038/s42005-020-00475-2,"RU,GB"
10.1109/TASC.2023.3253069,"IT,US"
10.1063/5.0023533,"DE,RU,GB"
10.1103/PhysRevApplied.22.014079,"NL,GB"
10.1103/PhysRevB.85.224505,"CA,DE,US"
10.1103/PhysRevA.85.022305,"AU,CA,FR"
10.1103/PhysRevApplied.16.024018,"CA,IN"
10.1126/sciadv.abe9492,"SE,GB"
10.1103/PhysRevLett.110.047001,"AU,CA,FR"
10.1038/srep02139,"DE,JP,US"
10.1140/epjd/e2010-10623-y,"CH,GB"
10.1063/5.0028840,"FR,US"
10.1038/nature18949,"FR,US"
10.1103/PhysRevB.101.134510,"CA,US"
10.1103/PhysRevLett.131.176601,"AU,US"
10.1038/s41534-024-00906-w,"US,GB"
10.1063/1.4995625,"DE,RU"
10.1038/s41534-017-0046-y,"IN,NL"
10.1103/PhysRevA.92.012330,"CN,US"
10.1103/PhysRevLett.112.170501,"IN,US"
10.1038/s41598-017-15190-2,"FI,US"
10.1088/2058-9565/aaa3a0,"DE,US"
10.1088/1367-2630/15/5/055008,"ES,GB"
10.1088/1367-2630/17/5/053026,"DE,RS"
10.1038/s41534-018-0099-6,"CN,JP"
10.1063/5.0166739,"JP,GB"
10.1103/PhysRevLett.117.010502,"CN,IN"
10.1103/PRXQuantum.5.030350,"FI,SE"
10.1038/s41535-021-00310-z,"DE,RU"
10.1103/PhysRevA.110.043719,"JP,GB"
10.1103/PhysRevLett.132.010601,"FR,IR,IL"
10.1038/s41467-023-42447-4,"CN,TW,US"
10.1103/PhysRevLett.123.233602,"CN,IN,JP,SE,TW,US"
10.1038/s41467-020-18269-z,"AT,CA"
10.2478/s11772-010-0050-7,"FR,IT,NL,CH"
10.1103/PhysRevLett.114.200502,"CA,CN"
10.1103/PhysRevLett.105.257003,"FI,RU"
10.1103/PRXQuantum.2.030306,"DE,US"
10.1103/PRXQuantum.5.030353,"FI,DE,GB"
10.1103/PhysRevD.105.102004,"JP,TW,US"
10.1103/PhysRevB.95.241409,"DE,IL,RU"
10.1038/s41586-024-08449-y,"CH,US,GB"
10.1364/AOP.399081,"FR,US"
10.1038/s41467-020-16996-x,"AU,US"
10.1088/1674-1056/aba272,"CN,US"
10.1038/s41586-021-03588-y,"AT,US"
10.1088/1367-2630/aa9243,"KR,GB"
10.1063/5.0034574,"CH,US"
10.1088/2058-9565/abe519,"JP,US"
10.1038/s41563-021-01187-w,"JP,US"
10.1016/j.nuclphysb.2011.06.014,"CA,IT"
10.1103/PhysRevB.89.180502,"DK,IT,ES,US"
10.1088/1361-6668/aca4a6,"CN,US"
10.1103/PhysRevX.14.031055,"CN,US"
10.1103/PhysRevX.9.011004,"CA,US"
10.1038/s41467-024-54332-9,"CN,SG"
10.1038/s41467-019-11699-4,"CA,US"
10.1088/1367-2630/aa6acb,"FI,IT"
10.1103/PhysRevApplied.18.064056,"DK,NL,US"
10.1038/s41467-017-00894-w,"DE,RU"
10.1103/PhysRevLett.131.080401,"CN,JP,US"
10.1109/TCST.2018.2871186,"AU,CN"
10.1088/1367-2630/aaa643,"IT,SG"
10.1103/PhysRevA.100.023844,"RU,KR"
10.1016/j.crhy.2016.07.006,"DK,FR,JP,US"
10.1103/PhysRevX.6.031016,"CA,DK,SE,US"
10.1103/PhysRevA.93.052302,"CN,JP,GB"
10.1021/jacs.3c03402,"TD,DE,US"
10.1103/PhysRevA.87.022324,"CN,JP,US,GB"
10.1063/5.0023827,"FR,US"
10.1103/PhysRevA.96.012313,"ES,CH"
10.1038/s41467-021-25100-w,"FR,NL,PL"
10.1063/1.5143440,"IN,US"
10.1103/PhysRevApplied.11.044092,"DE,CH"
10.1073/pnas.1704827114,"FR,GB"
10.1103/PRXQuantum.2.030345,"AU,JP,US"
10.1103/PhysRevA.86.022329,"CN,US"
10.1103/PRXQuantum.2.010322,"AU,CN,US"
10.1140/epjd/e2017-80093-x,"EG,SA"
10.1103/PhysRevApplied.3.044009,"AU,US"
10.1103/PhysRevA.99.063822,"JP,QA"
10.1103/PhysRevA.88.063823,"JP,US"
10.1088/1674-1056/22/10/100301,"EG,IT,MA,SA"
10.1103/PhysRevA.100.062321,"AU,CH,VN"
10.1063/10.0023896,"SK,UA"
10.1063/5.0060757,"AU,US"
10.1103/PhysRevLett.105.223601,"CA,CH"
10.1103/PhysRevLett.115.133601,"CA,QA"
10.1088/1402-4896/ad579f,"DE,US"
10.1108/COMPEL-06-2017-0242,"JP,PL,GB"
10.1103/PhysRevLett.121.060503,"FI,DE"
10.1038/ncomms11018,"CN,US"
10.1103/PhysRevApplied.19.024066,"DE,IL"
10.1103/PhysRevB.103.174501,"CN,US"
10.1038/s41567-024-02400-8,"FR,DE,RO,US"
10.1103/PhysRevLett.128.080504,"CN,FR,US"
10.1103/PRXQuantum.2.020323,"FR,US"
10.1103/RevModPhys.89.021001,"CA,DE,IN,IL"
10.1109/JLT.2013.2291391,"JP,GB"
10.1088/2058-9565/aceb18,"FR,US"
10.1038/s41534-020-00353-3,"CZ,DK"
10.1038/s41586-022-04566-8,"CA,DE,NL,CH"
10.1103/PhysRevLett.117.140505,"KR,US"
10.1103/PhysRevA.98.023821,"CN,JP,PL,US"
10.1103/PhysRevLett.133.150602,"CH,US"
10.1103/PhysRevA.104.L050203,"DE,IT,GB"
10.1007/s11128-021-03355-y,"CN,SG"
10.1038/s41467-024-51434-2,"KR,US"
10.3762/bjnano.11.131,"DE,RU"
10.1103/PhysRevB.109.155431,"FR,JP,US"
10.1038/s41467-018-03686-y,"CN,JP"
10.1038/s41467-018-07279-7,"FR,NL,US"
10.1103/PhysRevA.96.010101,"CN,DK"
10.1038/s41467-018-07124-x,"JP,NL"
10.1039/d2sc06019a,"JP,US"
10.1126/sciadv.1603150,"CA,JP"
10.1038/s41534-018-0104-0,"FR,ZA"
10.1038/s41534-019-0228-x,"DE,IL,RU"
10.1103/PhysRevA.101.012327,"DE,NL"
10.1038/s41534-018-0088-9,"AU,NL"
10.1103/PhysRevApplied.19.064025,"IT,US"
10.1103/PhysRevApplied.21.024015,"CH,US"
10.1103/PhysRevLett.106.060501,"JP,US"
10.1103/PRXQuantum.5.020325,"DE,US"
10.1088/1367-2630/acc02e,"JP,GB"
10.1063/5.0081232,"IT,MY,SG,CH"
10.1103/PhysRevB.96.174518,"CN,RU,TW,US"
10.1103/PRXQuantum.2.030321,"CH,US,GB"
10.1103/PhysRevApplied.21.034018,"JP,US"
10.1063/5.0220776,"KR,GB"
10.1103/PhysRevLett.116.233604,"DE,GB"
10.1103/PhysRevLett.123.020502,"CN,US"
10.1038/srep23786,"DE,IL,RU"
10.1038/s41534-023-00690-z,"FI,IT,CH"
10.1103/PhysRevLett.108.046807,"CA,CH"
10.1038/s41467-023-38761-6,"AT,IL,RU"
10.1103/PhysRevA.102.033729,"AR,FR"
10.1039/d4nr03484h,"FR,DE,ES"
10.1126/science.abe2824,"CA,US"
10.1103/PhysRevA.106.062428,"ES,US"
10.1140/epjqt/s40507-024-00248-8,"EG,US"
10.1103/PhysRevB.88.094512,"SG,GB"
10.22331/q-2020-04-24-257,"HU,PL"
10.1103/PhysRevA.88.022303,"CA,CN,JP,TR,US"
10.1103/PhysRevLett.124.170601,"FI,RU"
10.1088/0953-2048/25/2/025005,"IL,US"
10.1126/science.abg7812,"CN,JP"
10.1038/s41534-020-00333-7,"DE,GB"
10.1142/S0219749921500088,"CA,TN"
10.1088/2058-9565/ad37d4,"FR,GB"
10.1126/science.abq5769,"CH,US"
10.1103/PhysRevA.109.023705,"CN,SE,TW"
10.1103/PhysRevA.97.062334,"DE,RU,GB"
10.1103/PhysRevB.94.144507,"DE,US"
10.1103/PhysRevB.85.104522,"FR,IT"
10.1103/PhysRevApplied.17.024057,"IL,GB"
10.1103/PhysRevB.101.235422,"FI,DE"
10.1103/PhysRevA.82.040305,"CA,US"
10.1088/1367-2630/ab7d7d,"AU,JP,GB"
10.1038/s41598-021-81450-x,"PL,US"
10.1016/j.scib.2023.04.003,"CN,JP"
10.1103/PhysRevLett.120.083602,"CN,US"
10.1109/TDSC.2023.3313934,"BR,IT,US"
10.1103/PhysRevB.98.060501,"JP,US"
10.1038/s41567-022-01929-w,"AU,US"
10.1103/PRXQuantum.5.010323,"DK,NO,ES,SE"
10.1364/OPTICA.2.000832,"JP,US"
10.1103/PhysRevB.81.241202,"AU,GB"
10.1038/s41467-020-16988-x,"DK,CH,US"
10.1103/PRXQuantum.2.020328,"BR,DE,ES,US"
10.1063/5.0047690,"RU,GB"
10.1103/PhysRevB.92.075143,"IL,GB"
10.1103/PhysRevE.99.062223,"RU,KR"
10.1103/PhysRevX.8.021003,"CH,US"
10.1103/PhysRevA.102.062609,"IN,ES"
10.1088/1367-2630/ab5ca5,"IN,JP,SE"
10.1103/PhysRevB.100.035407,"FI,JP,US"
10.1063/1.3659896,"KR,GB"
10.1080/09500340.2016.1246679,"EG,SA"
10.1103/PhysRevA.86.032311,"CA,DE,GB"
10.1103/PhysRevApplied.18.014054,"CN,FR,US"
10.1103/PhysRevLett.129.160602,"CN,JP"
10.1088/1367-2630/18/1/013025,"CN,JP,US"
10.1103/PhysRevA.90.062344,"FR,US"
10.1103/PhysRevLett.119.183602,"AT,KR,GB"
10.1287/ijoc.2024.0551,"DE,CH"
10.1364/OE.26.017849,"RU,US"
10.1088/1367-2630/aafb8e,"DE,NL"
10.1103/PhysRevA.97.022115,"FI,RU,CH"
10.1088/1367-2630/15/11/115003,"CN,JP,KR,US"
10.1088/1361-6633/ad6805,"ES,US"
10.1103/PhysRevA.99.012309,"CN,SE"
10.1103/PhysRevLett.128.150501,"CN,JP,US"
10.1103/PhysRevB.89.144508,"RS,US"
10.1016/j.physc.2013.08.007,"CN,SG"
10.1038/s41467-017-00961-2,"AU,NL,SG"
10.1038/s41534-024-00917-7,"CA,US"
10.22331/q-2021-06-10-474,"AT,CA,ES"
10.1038/NPHYS2900,"CH,US"
10.1038/s41467-023-42057-0,"CN,DE,JP,SE"
10.1103/PhysRevB.94.035441,"CN,CH,US"
10.1103/PhysRevB.87.144516,"CN,JP,US"
10.1103/PhysRevA.102.062611,"DE,CH"
10.1103/PhysRevB.100.085405,"FI,US,GB"
10.1103/PhysRevX.10.021054,"DK,IR"
10.1038/s41598-019-49657-1,"DK,GR,CH"
10.1103/PhysRevLett.127.107701,"KR,US"
10.1103/PhysRevB.106.115304,"DE,PL,GB"
10.1021/acs.jctc.2c00807,"SE,GB"
10.1103/PhysRevB.88.035121,"NL,US"
10.1109/TASC.2022.3218072,"FR,DE,IT,GB"
10.1103/PhysRevLett.129.140502,"SG,US,GB"
10.1103/PhysRevB.98.174505,"DE,RU,US"
10.1103/PhysRevB.84.104527,"FI,US"
10.1103/PhysRevB.105.205115,"BR,IS"
10.1038/s41598-019-56468-x,"BR,CN,FR,ES"
10.1021/acsnano.0c02979,"AU,DK,NL,GB"
10.1038/s41534-023-00723-7,"FR,US"
10.1103/PhysRevB.106.094516,"CZ,DE"
10.1038/ncomms2920,"CA,US"
10.1103/PhysRevA.105.033519,"DE,RU"
10.1103/PRXQuantum.2.010324,"US,GB"
10.1103/PhysRevA.106.012441,"US,GB"
10.1103/PhysRevA.93.042307,"CN,JP,US"
10.1007/s11128-017-1686-8,"IT,SA"
10.1038/s41534-022-00614-3,"CN,US"
10.1103/PhysRevApplied.20.064016,"CN,FI,US"
10.1103/PhysRevLett.121.123601,"AU,DE,CH,GB"
10.1103/PhysRevLett.118.130501,"DK,US"
10.1103/PhysRevLett.128.160502,"CN,JP"
10.1088/1367-2630/ab41ad,"FI,FR,DE,GB"
10.1038/NPHYS1710,"CA,US"
10.1126/science.aaw3101,"NL,US"
10.1063/1.5049506,"AU,DE,US"
10.1103/PhysRevB.103.174103,"SE,GB"
10.1038/NPHYS1697,"FR,DE,RU"
10.1038/s41565-018-0329-2,"FR,JP,US"
10.1038/s41586-021-04076-z,"FR,US"
10.1103/PhysRevA.101.032329,"CN,JP,US"
10.1103/PRXQuantum.2.040355,"CA,US"
10.1103/PhysRevB.82.165101,"CH,US"
10.1103/PhysRevA.85.013823,"AT,SG"
10.1103/PhysRevA.85.053841,"TR,US"
10.1103/PhysRevA.91.042329,"CN,JP,GB"
10.1103/PRXQuantum.5.040323,"IT,US"
10.1038/s41534-022-00577-5,"CZ,DK"
10.1109/TCAD.2021.3057583,"NL,PK,GB"
10.1103/PhysRevB.108.075107,"CN,FR,ES,SE"
10.1103/PhysRevX.11.011032,"DE,NL,CH"
10.1038/s41534-021-00512-0,"DE,US,GB"
10.1016/j.ssc.2013.11.003,"EG,SA"
10.1038/s41567-023-02240-y,"AU,FR,DE,NL,US"
10.1103/PhysRevA.89.042321,"CN,US"
10.1088/1367-2630/18/2/023042,"DE,US"
10.1103/PhysRevA.97.042103,"CH,GB"
10.1103/PhysRevB.99.134308,"RS,US"
10.1021/acsnano.4c05251,"FR,US"
10.1016/j.rinp.2020.102978,"EG,IT,SA"
10.1103/PhysRevA.105.012405,"DE,GB"
10.1038/s41467-024-54520-7,"AT,IT,NL,CH"
10.3390/cimb46110721,"TD,MX"
10.1103/PhysRevApplied.13.034037,"CA,CN"
10.1103/PhysRevLett.131.193605,"NL,KR"
10.1088/1367-2630/ab68fd,"CA,US"
10.1038/srep07590,"US,GB"
10.1038/s41586-019-1709-y,"FR,DE,CH"
10.1038/s42005-019-0133-9,"CN,JP,GB"
10.1088/1367-2630/18/3/033015,"CA,CN"
10.1103/PhysRevLett.126.187701,"IT,US"
10.1109/TCAD.2024.3394368,"CN,JP"
10.1038/s41565-024-01770-7,"AT,DK,FI,ES,US"
10.1103/PhysRevApplied.16.044042,"CA,US"
10.1103/PhysRevLett.107.073601,"ES,SE"
10.1103/PhysRevApplied.15.064030,"FR,DE,RU,GB"
10.1038/NPHYS1730,"DE,ES"
10.1088/1367-2630/ac8cab,"AT,US"
10.1103/PhysRevA.97.013633,"FR,IT,SG"
10.1103/PhysRevX.4.041041,"SG,GB"
10.1103/PhysRevA.106.032426,"MX,US"
10.1016/j.aop.2015.06.015,"CA,EG,IT,SA"
10.1088/2632-2153/ad4f4d,"DE,US"
10.1103/PhysRevX.6.041052,"FR,US"
10.1364/OE.27.008267,"CN,SE"
10.1038/s41567-019-0605-6,"DE,IN,SE"
10.1038/srep04083,"CN,JP,KR,US"
10.1103/PhysRevA.105.012432,"ES,US"
10.1038/s41467-024-52629-3,"DE,US"
10.1038/NPHOTON.2014.218,"CA,FR,SE,US"
10.1126/sciadv.adj3822,"CN,GB"
10.1038/ncomms13253,"JP,US,GB"
10.1103/PhysRevA.110.L020401,"JP,SE"
10.1038/s41467-018-03626-w,"CA,DE,ES"
10.1007/s11128-011-0302-6,"AT,GR,IL"
10.1103/PhysRevA.94.050102,"DK,US"
10.1140/epjqt/s40507-016-0047-3,"BR,US"
10.1038/ncomms5480,"JP,US"
10.1103/PhysRevA.82.042317,"JP,US"
10.1016/j.crhy.2016.05.003,"FR,US"
10.1103/PRXQuantum.4.020312,"CA,FR"
10.1103/PhysRevApplied.19.064060,"IT,ES"
10.1063/1.4818631,"CN,US"
10.1103/PhysRevA.104.052601,"CH,US"
10.1038/s41567-021-01432-8,"FR,DE,US"
10.1103/PhysRevA.88.052330,"CA,DE,NL"
10.1103/PhysRevE.94.062122,"FI,US"
10.1103/PhysRevLett.126.090502,"CN,US"
10.1103/PhysRevA.97.052303,"AU,TW"
10.1038/ncomms3337,"CA,JP,US"
10.1063/1.5052419,"JP,NL,US"
10.1103/PhysRevA.108.022426,"IN,IL"
10.1088/0953-4075/46/22/224019,"SE,GB"
10.1103/PhysRevB.94.014511,"CN,US"
10.1038/s41567-020-1035-1,"CN,JP"
10.1016/S0034-4877(14)60009-4,"EG,SA"
10.1038/srep22667,"CN,US"
10.1038/NPHYS3202,"AU,CN"
10.1103/PRXQuantum.1.020304,"CA,CH"
10.1080/09500340.2015.1021725,"CA,FR,US"
10.1103/PhysRevD.106.094502,"CA,IN"
10.1103/PhysRevA.104.L050405,"DE,IL"
10.1103/PhysRevApplied.20.064037,"DE,GB"
10.1103/PRXQuantum.4.040311,"AU,US"
10.1038/s41467-024-49179-z,"DE,SI"
10.1103/PhysRevX.10.011006,"FR,IL,US"
10.1038/NPHYS1994,"CA,JP,US"
10.1038/NPHYS3906,"JP,QA,GB"
10.22331/q-2021-04-15-433,"SE,US"
10.1007/s10773-020-04655-2,"CN,PK"
10.22331/q-2022-01-24-630,"DE,JP,SE,US,GB"
10.1103/PhysRevLett.130.047001,"CN,IL"
10.1103/PhysRevApplied.17.014014,"US,GB"
10.1103/PhysRevB.97.201108,"FR,PT,US"
10.1103/PhysRevApplied.11.014053,"CN,JP,US"
10.1109/TCST.2015.2404292,"AU,CN,US"
10.1103/PhysRevApplied.14.014020,"IL,US"
10.1038/s41567-019-0532-6,"DE,US"
10.1038/s41598-021-01812-3,"CN,RU"
10.1088/2058-9565/ab19f2,"BR,IT,JP,SG"
10.1038/s41586-023-05782-6,"CA,US"
10.1103/PRXQuantum.1.020312,"AU,US"
10.1103/PhysRevA.108.022607,"CN,ES,US"
10.1007/s11128-023-04227-3,"CA,CN"
10.1038/s41586-023-06096-3,"JP,US"
10.1038/s41567-020-01105-y,"DE,NL,US"
10.1515/nanoph-2019-0333,"CN,SG"
10.1038/s41567-020-0862-4,"AU,DK,DE,NL,CH,US"
10.1103/PhysRevA.96.032101,"CN,TW"
10.1103/PhysRevA.102.023708,"BE,FR"
10.1103/PhysRevA.103.052201,"IT,JP,US"
10.1103/PhysRevX.6.031041,"FI,CH,US"
10.1103/PRXQuantum.2.040324,"AU,US"
10.1103/PRXQuantum.5.010327,"AT,CA,HU"
10.1126/sciadv.1603159,"CN,IN,US"
10.1038/s41567-021-01307-y,"DE,IT"
10.1103/RevModPhys.89.015006,"BG,DE,US"
10.1038/s41567-023-02308-9,"KR,US"
10.1103/PhysRevA.105.062409,"DE,SG,CH,GB"
10.1103/PhysRevB.96.205109,"FR,IL"
10.1109/TTHZ.2014.2379433,"DE,RU"
10.1103/PhysRevA.91.012333,"CN,US"
10.1088/1367-2630/aa5a3f,"CA,DE"
10.1109/TASC.2014.2364214,"CN,JP"
10.1038/s41565-022-01314-x,"IL,JP,US"
10.1016/j.aop.2020.168326,"DE,US"
10.1103/PhysRevA.103.042422,"CN,SG"
10.1103/PhysRevApplied.17.034025,"DE,US"
10.1038/s42005-023-01386-8,"BE,SE,GB"
10.1103/PhysRevApplied.22.064035,"FR,JP"
10.1103/PhysRevMaterials.5.014001,"JP,US"
10.1103/PhysRevA.101.052303,"JP,GB"
10.1038/s41563-024-01804-4,"DE,IN"
10.1103/PhysRevLett.113.093602,"ES,SE"
10.1103/PhysRevB.99.220504,"DK,NL"
10.1007/s11128-018-1913-y,"CN,PK,SA"
10.1103/PhysRevB.106.224511,"IT,US"
10.1103/PhysRevApplied.21.014052,"DK,NL,GB"
10.22331/q-2021-06-01-464,"DE,HU,PL"
10.1038/nature19843,"IL,ES,US,GB"
10.1016/j.aop.2014.09.011,"AT,FR,CH,US"
10.1038/NPHYS1811,"FR,ES"
10.1038/s42005-024-01531-x,"DK,CH,US"
10.1038/NPHYS3240,"BE,BR,FR,ES"
10.1038/s41467-021-23076-1,"CN,IT,KR,US,GB"
10.1126/sciadv.ado4032,"FI,PL"
10.1103/PhysRevC.108.024313,"DE,US"
10.1103/PhysRevLett.111.110504,"AT,DE"
10.1038/s41598-017-11670-7,"NO,SE"
10.1088/2058-9565/ad1ecf,"CA,CH,US"
10.1038/s41567-022-01844-0,"FI,FR,DE"
10.1140/epjp/s13360-024-05473-9,"AF,IR"
10.1103/PhysRevA.99.022323,"DE,CH"
10.1103/PhysRevApplied.17.034032,"AT,DE"
10.1038/ncomms6836,"DE,US"
10.1038/s41534-020-00348-0,"AU,ES,SE"
10.1038/s41565-020-00814-y,"BR,FR,GB"
10.1038/s42005-022-01017-8,"DK,IT,ES"
10.1038/NMAT2781,"JP,US"
10.1038/s41467-023-39249-z,"SE,US,GB"
