DOI,gate,error,code,state,fidelity,ion,noise,measurement,spin,photon,interaction,entanglement,field,trap,quantum computer,circuit,phase,fault,control,algorithm,information,protocol,scheme,laser,frequency,dynamic,quantum computing,transition,mode,hardware,simulation,number,crosstalk,crystal,detection,optimization,device,architecture,quantum processor,platform,trapped ion,parameter,rate,scale,array,qudit,datum
10.1134/S0021364022601956,3.22,1.9,0.0,0.0,1.0,1.07,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,5.75,0.0,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.88,0.0,0.0,0.0,0.0,0.0
10.1007/s11128-022-03649-9,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,2.05,0.0,0.0,0.48,0.0,0.0,3.22,0.0,0.0,0.0
10.1109/ACCESS.2021.3139085,1.29,0.0,0.0,0.0,2.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,1.96,0.0,1.56,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0
10.1103/PhysRevX.12.031013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,1.64,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,2.88,1.69,0.0,0.0,0.0,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,2.27,0.0,0.0
10.1038/s41567-022-01661-5,1.93,1.9,0.0,0.62,1.0,2.14,0.0,0.0,0.0,1.88,0.0,1.64,0.0,1.66,1.1,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,2.68,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.96,3.22,0.0,0.0,0.0
10.1109/TIT.2021.3130155,0.0,4.74,32.68,1.24,0.0,0.0,14.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1572-9494/ac490d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1145/3511064,1.93,0.0,0.0,0.0,0.0,0.36,1.78,0.0,0.0,0.0,0.0,0.0,0.0,8.29,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,0.0,0.0,0.0,0.0,0.0,0.0,13.89,6.16,0.0,0.0,0.95,1.88,1.96,1.61,0.0,0.0,0.0
10.1103/PhysRevA.106.022608,0.64,0.0,0.0,0.62,0.0,1.07,3.56,0.0,9.49,0.0,0.0,4.92,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,0.0,0.0,2.77,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,1.61,0.0,0.0,0.0
10.1103/PRXQuantum.3.040322,7.73,0.0,0.0,3.1,8.98,0.36,0.0,0.0,0.0,0.0,1.73,1.64,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,1.63,0.0,0.0,0.0,3.84,0.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.cap.2022.06.011,1.93,0.0,0.0,0.62,3.99,2.5,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,3.13,2.68,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41567-021-01487-7,0.0,3.79,11.67,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.105.022612,5.15,0.95,4.67,0.0,0.0,0.0,0.0,1.46,0.0,1.88,0.0,1.64,0.0,0.0,0.0,2.9,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,2.03,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1371/journal.pone.0271462,3.22,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,8.12,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/5.0069561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,0.0,0.0,1.53,0.48,0.0,0.0,1.61,0.0,0.0,0.0
10.1103/PhysRevLett.129.240504,2.58,1.9,0.0,0.0,2.0,1.07,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,2.19,0.0,0.0,0.0,4.83,0.0,0.0,0.0,5.02,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.129.063603,4.51,0.0,0.0,1.86,0.0,0.36,0.0,0.0,1.9,0.0,6.9,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.128.160503,0.0,1.9,0.0,1.86,2.99,1.07,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,2.93,0.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.48,1.88,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.105.032618,0.64,0.95,0.0,0.62,1.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,1.69,0.0,0.0,0.0,1.71,0.0,0.0,0.0,2.88,0.0,0.0,4.39,4.88,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.96,0.0,2.27,0.0,0.0
10.22331/q-2022-01-27-634,6.44,0.0,0.0,0.62,0.0,0.71,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,2.19,1.45,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41586-022-04721-1,3.87,4.74,0.0,0.62,0.0,0.36,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,1.45,0.0,15.1,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.106.042441,0.0,0.0,0.0,0.0,2.0,1.43,1.78,0.0,0.0,15.01,0.0,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,2.05,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.35848/1347-4065/ac5b27,0.0,0.95,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,2.68,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,2.27,0.0,0.0
10.1103/PhysRevA.106.032613,0.0,1.9,7.0,1.24,1.0,1.78,0.0,1.46,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,1.44,0.0,3.35,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,12.36,0.0,5.95,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.128.110503,0.0,0.95,0.0,1.24,0.0,0.36,1.78,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.105.L010204,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41567-022-01689-7,0.0,0.95,0.0,3.1,1.0,1.07,1.78,1.46,0.0,0.0,0.0,0.0,1.69,0.0,2.19,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76,0.0,0.0,0.0,1.96,4.69,1.56,0.0,0.0,0.0,0.0,0.0,0.0,7.27,0.0,0.0,0.0,0.0,3.22,0.0,0.0,2.68
10.1007/s00723-022-01495-7,0.0,0.0,0.0,0.0,0.0,0.0,1.78,1.46,1.9,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,1.61,0.0,0.0,10.71
10.1007/s10623-021-01000-4,1.29,0.0,4.67,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.128.110601,0.0,0.95,0.0,0.62,0.0,0.36,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,1.82,0.0,0.48,0.0,0.0,0.0,0.0,0.0,2.68
10.1007/s11128-021-03354-z,0.0,0.0,0.0,1.24,2.0,0.0,0.0,7.32,0.0,0.0,0.0,0.0,0.0,0.0,3.29,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.3.030317,0.0,0.0,0.0,3.72,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.3.020350,5.15,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,2.88,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,11.26,0.0,0.0,0.0,0.0,0.0
10.1088/1361-6455/ac8eff,0.64,0.0,0.0,0.0,1.0,0.0,1.78,0.0,1.9,0.0,5.18,3.28,1.69,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0,1.67,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41598-022-20853-w,0.64,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,2.9,0.0,0.0,0.0,10.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0
10.1038/s41586-022-04853-4,0.0,3.79,0.0,0.62,0.0,0.71,0.0,0.0,0.0,0.0,0.0,1.64,1.69,0.0,0.0,0.0,5.12,0.0,3.22,0.0,1.44,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.53,0.0,0.0,0.0,0.0,4.54,0.0,0.0
10.1088/2058-9565/ac5f5b,0.64,0.0,0.0,0.0,1.0,1.07,0.0,0.0,20.87,0.0,8.63,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,1.69,10.04,1.46,0.0,5.82,0.0,0.0,3.84,0.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.105.052409,5.8,3.79,0.0,1.24,0.0,2.14,1.78,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.1,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,3.84,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,2.27,0.0,2.68
10.1103/PhysRevLett.128.080502,0.0,0.95,0.0,1.86,2.0,1.07,0.0,0.0,0.0,1.88,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.129.130501,0.0,0.0,0.0,2.48,2.0,0.71,0.0,2.93,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/2058-9565/ac3e54,0.64,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,8.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,1.56,0.0,0.0,0.0,7.1,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.17.034074,2.58,3.79,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevX.12.041035,0.64,0.0,0.0,3.72,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,1.1,1.45,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,2.03,0.0,0.0,3.13,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.105.052426,0.0,0.0,0.0,0.0,1.0,3.21,0.0,2.93,0.0,0.0,0.0,1.64,1.69,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.3.020324,0.64,2.84,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.69,1.67,0.0,0.0,3.88,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.106.165126,0.0,0.0,0.0,2.48,0.0,0.36,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,3.13,0.0,0.0,0.0,0.0,2.37,0.0,0.0,1.82,0.0,0.0,1.88,0.0,1.61,0.0,0.0,0.0
10.1038/s41557-022-00894-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.49,0.0,6.9,0.0,0.0,0.0,0.0,0.0,1.71,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,1.61,0.0,0.0,0.0
10.1038/s41586-022-04941-5,0.0,0.0,0.0,0.0,0.0,0.36,0.0,4.39,0.0,0.0,0.0,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.105.062439,0.64,0.95,0.0,1.24,0.0,0.0,0.0,4.39,0.0,0.0,0.0,0.0,3.38,0.0,4.38,1.45,1.71,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.0,1.96,0.0,1.56,0.0,0.0,0.0,2.37,0.0,4.11,0.0,0.0,0.48,3.75,0.0,0.0,0.0,0.0,24.1
10.1103/PhysRevA.107.012609,0.0,0.0,0.0,2.48,2.99,0.0,1.78,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,3.92,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.19.034001,0.64,0.0,0.0,0.0,1.0,0.36,0.0,0.0,0.0,7.51,0.0,0.0,0.0,0.0,1.1,8.7,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,2.38,0.0,0.0,1.61,0.0,0.0,0.0
10.1088/2058-9565/ace6cb,0.64,0.0,0.0,1.24,1.0,0.71,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,1.71,0.0,3.22,0.0,1.44,0.0,0.0,1.46,1.63,0.0,0.0,4.06,1.92,1.96,0.0,0.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.22331/q-2023-04-06-970,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41467-022-35285-3,0.0,0.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,1.1,0.0,1.71,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.0,1.96,0.0,3.13,0.0,0.0,0.0,0.0,5.95,0.0,0.0,3.07,0.95,0.0,1.96,3.22,0.0,0.0,0.0
10.1038/s41567-023-02102-7,1.29,0.95,0.0,0.62,1.0,0.71,0.0,0.0,7.59,0.0,17.25,4.92,1.69,0.0,1.1,0.0,0.0,0.0,1.61,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.4.020358,0.0,4.74,4.67,1.24,0.0,0.36,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.108.L010401,1.29,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,1.61,0.0,0.0,0.0
10.1088/1751-8121/acc8a2,1.29,0.0,0.0,0.62,1.0,0.0,0.0,0.0,1.9,0.0,0.0,1.64,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.88,0.0,0.0,0.0,0.0,0.0
10.1364/OE.497721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,5.02,1.46,0.0,0.0,1.39,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,1.96,0.0,0.0,0.0,0.0
10.3390/photonics10101170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.108.042427,1.29,5.69,0.0,1.86,0.0,0.0,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.71,2.16,1.61,0.0,0.0,1.69,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,2.05,0.0,0.0,0.48,1.88,0.0,0.0,0.0,0.0,0.0
10.1021/acsphotonics.3c00581,0.64,0.0,0.0,1.24,1.0,1.43,3.56,0.0,1.9,13.14,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,3.35,0.0,6.5,0.0,1.39,4.06,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1007/s11467-023-1322-2,2.58,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,1.61,0.0,0.0,1.69,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,1.61,0.0,0.0,0.0
10.1088/2058-9565/acb3f1,0.64,0.0,0.0,0.0,2.0,1.07,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,1.39,0.0,9.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,5.63,0.0,1.61,0.0,0.0,0.0
10.1002/qute.202300007,2.58,0.0,0.0,1.24,0.0,0.0,1.78,0.0,0.0,9.38,5.18,0.0,0.0,0.0,0.0,1.45,0.0,0.0,3.22,0.0,0.0,0.0,3.35,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.48,0.0,0.0,0.0,2.27,0.0,0.0
10.1103/PhysRevA.107.032413,2.58,5.69,0.0,0.62,0.0,0.71,0.0,0.0,0.0,11.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,1.63,0.0,0.0,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,3.75,5.88,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.4.030311,1.93,0.0,0.0,0.0,0.0,1.07,0.0,0.0,17.07,0.0,5.18,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,1.92,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.95,0.0,0.0,0.0,0.0,0.0,0.0
