DOI,gate,error,code,state,fidelity,ion,noise,measurement,spin,photon,interaction,entanglement,field,trap,quantum computer,circuit,phase,fault,control,algorithm,information,protocol,scheme,laser,frequency,dynamic,quantum computing,transition,mode,hardware,simulation,number,crosstalk,crystal,detection,optimization,device,architecture,quantum processor,platform,trapped ion,parameter,rate,scale,array,qudit,datum
10.1103/PhysRevA.103.012603,6.44,0.0,0.0,1.86,3.99,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.103.032224,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.48,0.0,0.0,0.0,2.27,0.0,0.0
10.1103/PhysRevApplied.15.024054,7.09,0.95,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,1.64,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,7.32,0.0,0.0,0.0,0.0,1.92,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.88,3.92,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.2.030334,0.0,0.0,0.0,0.62,0.0,0.0,0.0,1.46,0.0,0.0,1.73,0.0,5.07,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,3.38,1.67,0.0,0.0,0.0,1.39,0.0,0.0,5.88,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.104.012606,0.0,3.79,0.0,2.48,2.99,0.36,0.0,1.46,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,1.96,0.0,1.56,0.0,0.0,19.78,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.96,0.0,0.0,0.0,0.0
10.1103/PhysRevA.103.052437,7.09,0.0,0.0,1.86,4.99,1.43,1.78,0.0,1.9,0.0,6.9,1.64,3.38,0.0,0.0,0.0,1.71,0.0,1.61,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,9.89,0.0,0.0,0.0,0.0,0.0,1.53,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/2058-9565/ac070d,0.64,0.0,0.0,0.0,2.99,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.2.040338,1.93,3.79,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,13.39,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41586-021-03809-4,0.64,0.95,0.0,0.62,5.99,2.14,0.0,0.0,0.0,1.88,0.0,0.0,3.38,3.31,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0,3.35,10.25,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,1.43,0.0,0.0,1.61,0.0,0.0,0.0
10.1103/PhysRevLett.126.153602,0.64,0.0,0.0,1.24,0.0,0.36,0.0,0.0,0.0,0.0,5.18,0.0,0.0,0.0,0.0,1.45,0.0,2.16,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.126.010501,0.0,0.0,0.0,2.48,2.0,1.78,0.0,0.0,0.0,11.26,0.0,0.0,0.0,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.103.062614,0.0,1.9,0.0,1.86,2.99,0.71,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,2.68,0.0,14.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68
10.1088/1361-6455/ac076c,0.64,0.95,0.0,0.0,1.0,2.5,0.0,1.46,0.0,0.0,0.0,0.0,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.126.220503,5.8,0.0,0.0,0.0,1.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.82,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.127.260502,0.0,0.0,0.0,1.86,0.0,1.07,0.0,0.0,0.0,0.0,1.73,1.64,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,7.42,0.0,0.0,0.0,2.05,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1367-2630/ac09c8,0.0,0.95,0.0,0.62,1.0,1.43,0.0,0.0,0.0,1.88,1.73,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1063/5.0069544,0.64,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,1.43,0.0,0.0,1.61,0.0,0.0,0.0
10.1103/PhysRevLett.126.250506,0.0,0.0,0.0,0.62,0.0,0.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,2.68
10.1038/s41586-021-03318-4,1.29,3.79,0.0,1.24,0.0,3.92,0.0,0.0,0.0,0.0,6.9,0.0,3.38,3.31,3.29,1.45,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,5.35,12.36,0.0,0.0,3.97,10.27,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0
10.1103/PhysRevApplied.16.024057,0.64,2.84,9.34,3.1,2.0,1.07,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0
10.1103/PhysRevX.11.041058,3.22,3.79,2.33,1.86,0.0,0.36,0.0,7.32,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.45,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,1.96,1.61,0.0,0.0,0.0
10.1038/s41586-021-03928-y,1.29,8.53,0.0,1.24,1.0,0.0,3.56,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,17.26,4.83,0.0,1.44,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.96,0.0,0.0,0.0,0.0
10.1007/s40042-020-00050-6,1.29,0.0,0.0,1.24,1.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,2.93,3.25,0.0,0.0,4.06,1.92,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-021-00380-8,0.0,0.95,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/2058-9565/abf718,2.58,0.0,0.0,0.0,4.99,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.126.250507,0.0,0.0,0.0,0.0,0.0,0.36,5.34,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.127.240501,0.0,4.74,14.01,0.62,0.0,0.36,1.78,1.46,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s42005-021-00751-9,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,1.73,0.0,0.0,1.66,4.38,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,3.13,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.104.062405,1.93,0.0,0.0,0.62,0.0,1.43,1.78,7.32,0.0,0.0,0.0,3.28,0.0,0.0,0.0,10.16,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,10.15,0.0,3.92,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.2.040359,0.0,0.0,0.0,3.72,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,1.61,0.0,0.0,0.0
10.1103/PhysRevA.103.022427,3.87,2.84,0.0,0.62,0.0,2.14,0.0,0.0,0.0,1.88,0.0,3.28,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,1.44,0.0,3.35,2.93,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0
10.1038/s41534-021-00456-5,0.0,0.0,0.0,0.62,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,5.35
10.1103/PhysRevLett.127.020502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,3.42,0.0,0.0,4.06,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevLett.127.130505,2.58,1.9,0.0,0.62,1.0,1.07,0.0,0.0,0.0,1.88,0.0,3.28,0.0,1.66,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.0,1.67,2.93,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-021-00446-7,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,1.69,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.103.052426,0.0,0.0,0.0,0.0,0.0,0.36,1.78,1.46,0.0,0.0,1.73,6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.0,0.0,4.94,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,1.61,0.0,0.0,0.0
10.1007/s11082-021-03239-6,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,1.88,0.0,6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.88,1.96,0.0,0.0,6.74,0.0
10.1103/PhysRevApplied.16.024039,3.87,0.95,0.0,0.62,0.0,2.5,0.0,0.0,1.9,0.0,0.0,1.64,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,6.5,0.0,0.0,0.0,1.92,0.0,1.56,0.0,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevD.104.054507,0.0,0.0,0.0,1.24,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,1.69,0.0,2.19,0.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.48,0.0,0.0,1.61,0.0,0.0,0.0
10.1103/PhysRevLett.126.083604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,3.75,0.0,0.0,0.0,0.0,0.0
10.1088/2058-9565/ac0543,1.93,1.9,0.0,0.62,0.0,1.78,1.78,1.46,0.0,0.0,1.73,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,2.93,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.22331/q-2021-06-29-487,0.64,5.69,2.33,0.0,0.0,0.71,1.78,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,4.31,0.0,0.0,1.44,0.0,0.0,1.46,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.104.013302,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,9.49,0.0,8.63,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,0.0,1.53,0.95,1.88,0.0,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.2.020304,1.29,0.0,2.33,1.24,1.0,0.36,8.9,2.93,0.0,0.0,0.0,4.92,0.0,0.0,0.0,5.8,0.0,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,0.0,0.0,2.47,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41534-020-00353-3,0.0,0.0,4.67,4.97,0.0,0.36,3.56,5.86,0.0,0.0,1.73,0.0,0.0,0.0,0.0,1.45,0.0,6.47,0.0,0.0,0.0,5.07,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevB.104.L180304,0.0,0.0,4.67,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,1.67,0.0,1.63,9.7,0.0,0.0,0.0,1.96,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0
10.1038/s41534-021-00489-w,2.58,0.0,0.0,0.62,1.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0
10.1088/1367-2630/ac3db6,0.0,0.95,0.0,0.62,0.0,0.36,0.0,1.46,0.0,0.0,0.0,0.0,8.45,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/1367-2630/ac2ae3,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.104.042605,0.0,0.0,0.0,1.86,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,1.46,1.63,0.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.104.062440,0.64,2.84,0.0,0.0,0.0,0.71,0.0,5.86,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1088/2058-9565/abcb5d,0.0,0.0,0.0,0.0,1.0,0.36,0.0,0.0,9.49,0.0,3.45,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1109/JPHOT.2021.3136502,0.64,0.0,0.0,1.86,3.99,0.71,0.0,0.0,1.9,1.88,0.0,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,0.0,0.0,4.6,1.9,0.0,0.0,0.0,0.0,0.0,0.0
10.1103/PRXQuantum.3.010344,1.29,0.95,0.0,0.0,2.0,1.07,0.0,0.0,0.0,3.75,0.0,6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,1.69,3.35,0.0,0.0,0.0,1.39,0.0,0.0,1.96,1.56,0.0,0.0,0.0,0.0,0.0,0.0,6.16,1.82,0.0,1.43,1.88,3.92,1.61,6.82,0.0,0.0
10.1103/PhysRevA.105.022623,0.64,0.0,0.0,0.0,1.0,3.57,0.0,0.0,0.0,1.88,0.0,1.64,0.0,1.66,1.1,0.0,0.0,0.0,0.0,0.0,1.44,3.38,0.0,0.0,0.0,0.0,1.39,0.0,1.92,1.96,0.0,3.13,0.0,0.0,0.0,0.0,0.0,2.05,0.0,1.53,0.48,0.0,9.81,0.0,0.0,0.0,0.0
10.1103/PhysRevA.106.012405,0.0,1.9,0.0,0.62,1.0,0.0,7.12,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.71,0.0,0.0,0.0,0.0,10.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41567-022-01658-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,0.0,0.95,0.0,0.0,0.0,0.0,6.74,0.0
10.1088/2058-9565/ac84a3,6.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,6.7,1.46,3.25,0.0,0.0,2.03,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.88,0.0,0.0,0.0,0.0,0.0
10.1103/PhysRevA.105.022437,3.87,4.74,0.0,1.86,2.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,5.07,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,3.25,0.0,0.0,0.0,0.0,0.0,3.13,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
10.1038/s41586-021-04182-y,4.51,1.9,2.33,0.0,5.99,0.0,0.0,0.0,3.79,0.0,0.0,0.0,1.69,0.0,3.29,0.0,0.0,6.47,1.61,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.48,0.0,1.96,1.61,0.0,0.0,0.0
10.1103/PhysRevA.105.L010402,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,1.73,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
10.1016/j.physleta.2022.128370,3.87,0.95,0.0,0.62,3.99,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,1.39,0.0,0.0,0.0,1.56,3.13,0.0,2.47,0.0,0.0,0.0,0.0,0.0,1.53,0.48,0.0,0.0,0.0,4.54,0.0,0.0
10.1103/PhysRevX.12.011040,1.93,0.0,0.0,0.0,1.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,3.22,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,3.84,0.0,0.0,1.56,5.35,0.0,0.0,0.0,0.0,4.11,3.63,1.53,0.48,0.0,0.0,0.0,15.9,0.0,0.0
10.1103/PhysRevB.105.L140301,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.48,0.0,0.0,0.0,2.27,0.0,0.0
10.1103/PhysRevX.12.011059,0.64,0.95,0.0,1.24,1.0,0.0,0.0,4.39,0.0,0.0,1.73,0.0,0.0,0.0,0.0,4.35,0.0,0.0,14.48,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,1.53,0.48,1.88,0.0,0.0,0.0,0.0,0.0
10.1038/s41586-022-04854-3,0.0,0.0,0.0,1.86,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.45,8.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,2.47,0.0,0.0,0.0,0.0,1.82,0.0,0.48,0.0,0.0,1.61,2.27,0.0,0.0
10.1088/2058-9565/ac7b41,3.22,0.95,0.0,0.0,1.0,0.0,3.56,0.0,0.0,1.88,0.0,1.64,0.0,1.66,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0
